name|type|low|high|elementary_school|middle_school|high_school
Timber View|Ct|27630|27659|Leona Cox|Sierra Vista JH|Canyon HS
Timberlane|Ct|23300|23429|Northpark|Rio Norte JH|Valencia HS
Timberline|St|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Timberline|Ter|26950|27070|Oak Hills|Rancho Pico JH|West Ranch HS
Timon|Ln|24400|24451|Peachland|Placerita JH|Hart HS
Timothy|Dr|28203|28294|Plum Cyn|Arroyo Seco JH|Saugus HS
Tobiah|Pl|31302|31356|Northlake Hills|Castaic MS|Castaic HS
Tolima|Dr|27740|27750|Leona Cox|Sierra Vista JH|Canyon HS
Topaz|Ct|31900|31949|Northlake Hills|Castaic MS|Castaic HS
Topper|Ct|26000|26027|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Torrey Pines|Dr|26300|26643|Golden Oak|La Mesa JH|Golden Valley HS
Toscana|Ct|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Toscana|Dr|23800|23899|West Creek|Rio Norte JH|Valencia HS
Tossano|Dr|24100|24299|Meadows|Placerita JH|Hart HS
Tothill|Dr|28000|28026|Rosedell|Arroyo Seco JH|Saugus HS
Toucan|St|17911|17931|Fair Oaks|La Mesa JH|Golden Valley HS
Touchstone|Pl|22400|22449|Mountain View|Rio Norte JH|Valencia HS
Tourelle|Pl|26000|26088|Meadows|Placerita JH|Hart HS
Tournament|Rd|25400|25649|Old Orchard|Placerita JH|Hart HS
Tournament|Rd|25611|27000|Meadows|Placerita JH|Hart HS
Tourney|Rd|26600|27299|Bridgeport|Rancho Pico JH|West Ranch HS
Towhee|Ct|19900|19949|Rio Vista|La Mesa JH|Golden Valley HS
Town Center|Dr|24500|24640|Bridgeport|Rancho Pico JH|West Ranch HS
Township|St|26428|26440|Emblem|Arroyo Seco JH|Saugus HS
Townsley|Ct|28402|28418|Plum Cyn|Arroyo Seco JH|Saugus HS
Towsley Cyn|Rd|0|0|Wiley Cyn|Rancho Pico JH|West Ranch HS
Tracy|Ct|19940|19999|Rio Vista|La Mesa JH|Golden Valley HS
Trail Ridge|Rd|27444|27599|Sulphur Springs|Sierra Vista JH|Canyon HS
Trailside|Ct|0|0|Emblem|Arroyo Seco JH|Saugus HS
Travers|Ct|19600|19620|Plum Cyn|Arroyo Seco JH|Saugus HS
Treasure Vista|Dr|24440|24453|Peachland|Placerita JH|Hart HS
Trellis|Rd|30200|30351|Live Oak|Castaic MS|Castaic HS
Trent|Wy|25600|25627|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Trenton|Pl|27200|27249|Helmers|Rio Norte JH|Valencia HS
Trevino|Dr|24200|24749|Meadows|Placerita JH|Hart HS
Trevyelon|St|30000|30151|Live Oak|Castaic MS|Castaic HS
Trillium|Ln|27955|27976|Bridgeport|Rio Norte JH|Valencia HS
Trinidad|Ct|27200|27249|Helmers|Rio Norte JH|Valencia HS
Trinity|Pl|22203|22275|Mountain View|Rio Norte JH|Valencia HS
Tristin|Dr|23300|23499|Newhall|Placerita JH|Hart HS
Triumph|Av|26700|27499|Sulphur Springs|Sierra Vista JH|Canyon HS
Trotters|Ln|0|0|Live Oak|Castaic MS|Castaic HS
True Grit|Ct|23652|23663|Tesoro Del Valle|Rio Norte JH|Valencia HS
Truman|Ct|28200|28299|Rosedell|Arroyo Seco JH|Saugus HS
Trumpet|Dr|21200|21328|Mc Grath|La Mesa JH|Golden Valley HS
Tula|Dr|22450|22568|Santa Clarita|Arroyo Seco JH|Saugus HS
Tula|Dr|27500|27541|Foster|Arroyo Seco JH|Saugus HS
Tule Ridge Fire|Rd|0|0|Northpark|Rio Norte JH|Valencia HS
Tulip|Ct|22550|22599|Mountain View|Rio Norte JH|Valencia HS
Tulip Grove|St|25803|25883|Pico Cyn|Rancho Pico JH|West Ranch HS
Tulipland|Av|14800|14806|Sulphur Springs|Sierra Vista JH|Canyon HS
Tulipland|Av|14900|14961|Pinetree|Sierra Vista JH|Canyon HS
Tumbleweed|Wy|21401|21447|Rio Vista|La Mesa JH|Golden Valley HS
Tupelo Ridge|Dr|22900|29999|Foster|Arroyo Seco JH|Saugus HS
Turmeric|Ct|21601|21655|Rosedell|Arroyo Seco JH|Saugus HS
Turnstone|Ct|26500|26599|Valencia Valley|Placerita JH|Hart HS
Turquesa|Dr|25700|25865|Valencia Valley|Placerita JH|Hart HS
Twain|Pl|25900|26172|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Twin Oaks|Pl|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Twin Tides|Dr|24110|24169|Bridgeport|Rio Norte JH|Valencia HS
Tyler|Ln|27905|27951|Mint Cyn|La Mesa JH|Golden Valley HS
Undine|Rd|24200|24299|Meadows|Placerita JH|Hart HS
Urbandale|Av|27822|28123|Rosedell|Arroyo Seco JH|Saugus HS
Utopia|Ct|18600|18619|Leona Cox|Sierra Vista JH|Canyon HS
Vaca|Av|31545|31545|Northlake Hills|Castaic MS|Castaic HS
Vadito|Pl|31230|31268|Live Oak|Castaic MS|Castaic HS
Val Verde|Rd|29000|30199|Live Oak|Castaic MS|Castaic HS
Valcour|Dr|28002|28083|Mitchell|Sierra Vista JH|Canyon HS
Valderrama|Dr|27200|27279|Oak Hills|Rancho Pico JH|West Ranch HS
Vale|Ct|23542|23556|Northpark|Rio Norte JH|Valencia HS
Valencia - Even Numbers|Blvd|23100|23698|Emblem|Arroyo Seco JH|Saugus HS
Valencia - Even Numbers|Blvd|23700|24598|Valencia Valley|Placerita JH|Hart HS
Valencia - Odd Numbers|Blvd|23101|24299|Bridgeport|Rio Norte JH|Valencia HS
Valencia - Odd Numbers|Blvd|24301|24599|Bridgeport|Rancho Pico JH|West Ranch HS
Valerio|Ct|28130|28143|Northpark|Rio Norte JH|Valencia HS
Valle Del Oro||23700|24499|Mc Grath|La Mesa JH|Golden Valley HS
Valley|St|24100|24899|Peachland|Placerita JH|Hart HS
Valley Center|Dr|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Valley Cyn|Rd|13500|13500|Sulphur Springs|Sierra Vista JH|Canyon HS
Valley Glenn|St|30005|30184|Live Oak|Castaic MS|Castaic HS
Valley Oak|Ct|23800|23851|Wiley Cyn|Rancho Pico JH|West Ranch HS
Valley Oak|Ln|26406|26568|Oak Hills|Rancho Pico JH|West Ranch HS
Valley Oak|Pl|29114|29199|Mountain View|Rio Norte JH|Valencia HS
Valley Point|Ln|26200|26315|Golden Oak|La Mesa JH|Golden Valley HS
Valley Ranch|Rd|16200|16599|Sulphur Springs|Sierra Vista JH|Canyon HS
Valley View|Wy|30850|30999|Northlake Hills|Castaic MS|Castaic HS
Valley Vista|Ct|28500|28536|Skyblue Mesa|Sierra Vista JH|Canyon HS
Valley Wells|Ct|26000|26014|Valley View|La Mesa JH|Golden Valley HS
Van Buren|St|29700|29749|Live Oak|Castaic MS|Castaic HS
Van Gogh|Ln|26800|26901|Bridgeport|Rancho Pico JH|West Ranch HS
Van Gorder|Wy|21770|21798|Northlake Hills|Castaic MS|Castaic HS
Vanderbilt|Wy|0|0|Live Oak|Castaic MS|Castaic HS
Vaquero|Ct|25800|25851|Valencia Valley|Placerita JH|Hart HS
Varese|Ct|24600|24651|Meadows|Placerita JH|Hart HS
Vasquez|Wy|16000|16351|Mint Cyn|La Mesa JH|Golden Valley HS
Vasquez Cyn|Rd|16200|16999|Mint Cyn|La Mesa JH|Golden Valley HS
Vasquez Cyn|Rd|17000|18940|Plum Cyn|La Mesa JH|Golden Valley HS
Vasquez Rock|Ct|22600|22607|Newhall|Placerita JH|Hart HS
Vasquez Truck|Trl|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Vega|Walk|0|0|Live Oak|Castaic MS|Castaic HS
Velan|Dr|25620|25744|Meadows|Placerita JH|Hart HS
Venturi|Dr|24300|24380|Meadows|Placerita JH|Hart HS
Verandah|Ct|25902|25944|Pico Cyn|Rancho Pico JH|West Ranch HS
Verdale|Av|29000|29399|Live Oak|Castaic MS|Castaic HS
Vermont|Dr|23825|25265|Peachland|Placerita JH|Hart HS
Vernal|Wy|28050|28125|Plum Cyn|Arroyo Seco JH|Saugus HS
Verne|Ct|25400|25439|Pico Cyn|Rancho Pico JH|West Ranch HS
Vernon|Av|29200|29299|Live Oak|Castaic MS|Castaic HS
Verona|Dr|23700|23822|West Creek|Rio Norte JH|Valencia HS
Versailles|Av|25900|25951|Meadows|Placerita JH|Hart HS
Via Acorde||25400|25472|Old Orchard|Placerita JH|Hart HS
Via Adelena||28900|28935|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Adorna||25430|25498|Old Orchard|Placerita JH|Hart HS
Via Alcira||25400|25499|Old Orchard|Placerita JH|Hart HS
Via Alisa||25600|25622|Oak Hills|Rancho Pico JH|West Ranch HS
Via Amado||23400|23556|Old Orchard|Placerita JH|Hart HS
Via Amare||26714|26757|Oak Hills|Rancho Pico JH|West Ranch HS
Via Andorra||23600|23728|Old Orchard|Placerita JH|Hart HS
Via Aranda||23900|24032|Old Orchard|Placerita JH|Hart HS
Via Artina||25300|25335|Old Orchard|Placerita JH|Hart HS
Via Avant||23655|23736|Meadows|Placerita JH|Hart HS
Via Barra||23200|23699|Meadows|Placerita JH|Hart HS
Via Beeler||19872|19889|Rio Vista|La Mesa JH|Golden Valley HS
Via Beguine||23600|23725|Old Orchard|Placerita JH|Hart HS
Via Bellazza||26600|26738|Oak Hills|Rancho Pico JH|West Ranch HS
Via Belterra||28800|28808|West Creek|Rio Norte JH|Valencia HS
Via Bocina||23900|23999|Old Orchard|Placerita JH|Hart HS
Via Bordeaux||23500|23526|Meadows|Placerita JH|Hart HS
Via Boscana||23400|23543|Old Orchard|Placerita JH|Hart HS
Via Brasa||25300|25327|Old Orchard|Placerita JH|Hart HS
Via Brava||25511|25577|Old Orchard|Placerita JH|Hart HS
Via Calinda||25300|25321|Old Orchard|Placerita JH|Hart HS
Via Calisero||23200|23242|Newhall|Placerita JH|Hart HS
Via Calma||23640|23648|Meadows|Placerita JH|Hart HS
Via Campana||23616|23835|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Candela||24020|24065|Old Orchard|Placerita JH|Hart HS
Via Candice||25800|25860|Valencia Valley|Placerita JH|Hart HS
Via Canon||23700|23779|Mc Grath|La Mesa JH|Golden Valley HS
Via Castanet||23400|23539|Old Orchard|Placerita JH|Hart HS
Via Catalina||25944|25979|Valencia Valley|Placerita JH|Hart HS
Via Chantilly||23500|23531|Meadows|Placerita JH|Hart HS
Via Clasico||23600|23673|Meadows|Placerita JH|Hart HS
Via Collina||26706|26735|Oak Hills|Rancho Pico JH|West Ranch HS
Via Copeta||23900|23959|Old Orchard|Placerita JH|Hart HS
Via Corsa||23600|23699|Old Orchard|Placerita JH|Hart HS
Via Corto||23300|23317|Meadows|Placerita JH|Hart HS
Via Cresta||24000|24099|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Cruz||25801|25840|Valencia Valley|Placerita JH|Hart HS
Via Dabna||25400|25521|Meadows|Placerita JH|Hart HS
Via Dalia||25400|25499|Old Orchard|Placerita JH|Hart HS
Via Danza||23900|23935|Old Orchard|Placerita JH|Hart HS
Via Decano||23500|23599|Old Orchard|Placerita JH|Hart HS
Via Delfina||23600|23673|Meadows|Placerita JH|Hart HS
Via Delicia||23620|23657|Meadows|Placerita JH|Hart HS
Via Delos||23600|23699|Old Orchard|Placerita JH|Hart HS
Via Desca||25500|25544|Old Orchard|Placerita JH|Hart HS
Via Dia||25300|25313|Old Orchard|Placerita JH|Hart HS
Via Dolarita||25500|25555|Old Orchard|Placerita JH|Hart HS
Via Dona Christa||25300|25558|Meadows|Placerita JH|Hart HS
Via Ebano||23600|23699|Old Orchard|Placerita JH|Hart HS
Via Elisandra||23400|23440|Newhall|Placerita JH|Hart HS
Via Eliso||23500|23599|Old Orchard|Placerita JH|Hart HS
Via Escovar||25400|25488|Old Orchard|Placerita JH|Hart HS
Via Estancia||29200|29399|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Estrella||20900|20999|Mc Grath|La Mesa JH|Golden Valley HS
Via Farallon||23400|23440|Newhall|Placerita JH|Hart HS
Via Farol||23500|23551|Old Orchard|Placerita JH|Hart HS
Via Flamenco||23900|23968|Old Orchard|Placerita JH|Hart HS
Via Flored||23200|23228|Meadows|Placerita JH|Hart HS
Via Fuente||23600|23651|Old Orchard|Placerita JH|Hart HS
Via Galera||23500|23551|Old Orchard|Placerita JH|Hart HS
Via Gardenia||0|0|Pinetree|Sierra Vista JH|Canyon HS
Via Gavola||23700|23799|Meadows|Placerita JH|Hart HS
Via Gayo||23400|23440|Newhall|Placerita JH|Hart HS
Via Gracioso||25400|25561|Meadows|Placerita JH|Hart HS
Via Hamaca||23900|23967|Old Orchard|Placerita JH|Hart HS
Via Helina||23742|23799|Meadows|Placerita JH|Hart HS
Via Heraldo||25400|25561|Meadows|Placerita JH|Hart HS
Via Hispano||23400|23440|Newhall|Placerita JH|Hart HS
Via Impreso||25400|25561|Meadows|Placerita JH|Hart HS
Via Irana||23774|23830|Meadows|Placerita JH|Hart HS
Via Jacara||23759|23879|Meadows|Placerita JH|Hart HS
Via Jardin||25400|25561|Meadows|Placerita JH|Hart HS
Via Joyce|Dr|19904|28469|Plum Cyn|Arroyo Seco JH|Saugus HS
Via Juana||25500|25528|Old Orchard|Placerita JH|Hart HS
Via Kalban||19810|19879|Rio Vista|La Mesa JH|Golden Valley HS
Via Kannela||23720|23795|Meadows|Placerita JH|Hart HS
Via La Casa||24302|24333|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via La Paz||26712|26767|Oak Hills|Rancho Pico JH|West Ranch HS
Via Labrada||25400|25561|Meadows|Placerita JH|Hart HS
Via Ladera||23211|23218|Meadows|Placerita JH|Hart HS
Via Lupona||23670|23733|Meadows|Placerita JH|Hart HS
Via Macarena||25400|25457|Old Orchard|Placerita JH|Hart HS
Via Maduro||23640|23691|Meadows|Placerita JH|Hart HS
Via Marcia||27230|27299|Santa Clarita|Arroyo Seco JH|Saugus HS
Via Mariposa||0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Via Milagro||29301|29384|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Montana||23741|23779|Mc Grath|La Mesa JH|Golden Valley HS
Via Nautica||25400|25465|Meadows|Placerita JH|Hart HS
Via Novia||25400|25489|Old Orchard|Placerita JH|Hart HS
Via Onda||23900|23963|Old Orchard|Placerita JH|Hart HS
Via Oriol||25300|25371|Meadows|Placerita JH|Hart HS
Via Ott||19800|19908|Rio Vista|La Mesa JH|Golden Valley HS
Via Pacifica|Ct|28900|28924|Mountain View|Rio Norte JH|Valencia HS
Via Pacifica||25300|25543|Meadows|Placerita JH|Hart HS
Via Palacio||25300|25396|Meadows|Placerita JH|Hart HS
Via Paladar||25500|25599|Old Orchard|Placerita JH|Hart HS
Via Patina||0|0|West Creek|Rio Norte JH|Valencia HS
Via Plata||23500|23549|Valencia Valley|Placerita JH|Hart HS
Via Primero||23600|23646|Valencia Valley|Placerita JH|Hart HS
Via Princessa||0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Via Princessa||0|0|Canyon Springs|La Mesa JH|Golden Valley HS
Via Princessa||18500|18799|Valley View|La Mesa JH|Golden Valley HS
Via Princessa||19600|19999|Rio Vista|La Mesa JH|Golden Valley HS
Via Princessa||22400|22799|Newhall|Placerita JH|Hart HS
Via Ramon||25300|25371|Meadows|Placerita JH|Hart HS
Via Rana||23600|23675|Meadows|Placerita JH|Hart HS
Via Raza||26150|26179|Valencia Valley|Placerita JH|Hart HS
Via Rosa Linda||23900|23953|Valencia Valley|Placerita JH|Hart HS
Via Saludo||25300|25362|Meadows|Placerita JH|Hart HS
Via Sereno||24000|24050|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Sistine||25200|25299|Old Orchard|Placerita JH|Hart HS
Via Solano||29200|29399|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Sonata|Dr|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Tanara||25200|25288|Old Orchard|Placerita JH|Hart HS
Via Tehago||23400|23439|Valencia Valley|Placerita JH|Hart HS
Via Telino||25300|25361|Meadows|Placerita JH|Hart HS
Via Terraza||26840|26951|Santa Clarita|Arroyo Seco JH|Saugus HS
Via Tomas||23700|23799|Valencia Valley|Placerita JH|Hart HS
Via Turina||23800|23825|Valencia Valley|Placerita JH|Hart HS
Via Valentina||25200|25281|Old Orchard|Placerita JH|Hart HS
Via Valer||23600|23636|Meadows|Placerita JH|Hart HS
Via Velador||25560|25599|Old Orchard|Placerita JH|Hart HS
Via Ventana||25500|25699|Oak Hills|Rancho Pico JH|West Ranch HS
Via Viejo||25600|25623|Oak Hills|Placerita JH|Hart HS
Via Vista||24000|24099|Tesoro Del Valle|Rio Norte JH|Valencia HS
Via Vizcaya||24000|24065|Tesoro Del Valle|Rio Norte JH|Valencia HS
Vicci|St|18630|19249|Canyon Springs|Sierra Vista JH|Canyon HS
Vicenza|Ln|20400|20459|Rio Vista|La Mesa JH|Golden Valley HS
Victoria|Ln|24116|27072|Bridgeport|Rio Norte JH|Valencia HS
Victoria|Rd|28400|28651|Northlake Hills|Castaic MS|Castaic HS
Victory|Ct|20402|20425|Rio Vista|La Mesa JH|Golden Valley HS
Viejo|Ct|25900|25921|Valencia Valley|Placerita JH|Hart HS
Viento|Ct|26000|26099|Valencia Valley|Placerita JH|Hart HS
View|Pl|0|0|Live Oak|Castaic MS|Castaic HS
View Pointe|Ln|24122|24174|Bridgeport|Rio Norte JH|Valencia HS
Villa Cyn|Rd|27700|27861|Castaic Elem|Castaic MS|Castaic HS
Village|Cr|0|0|Rio Norte JH|Valencia HS|Vilna
Av||27502|27537|Canyon Springs|La Mesa JH|Golden Valley HS
Vineyard|Ln|28600|30478|Castaic Elem|Castaic MS|Castaic HS
Violet Hills|Dr|29800|29951|Pinetree|Sierra Vista JH|Canyon HS
Violetlane|Wy|15300|15399|Pinetree|Sierra Vista JH|Canyon HS
Violin Cyn|Rd|27500|27699|Northlake Hills|Castaic MS|Castaic HS
Vireo|Ct|20000|20099|Rio Vista|La Mesa JH|Golden Valley HS
Visco|Ct|28625|28651|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Vista|Ct|17900|17951|Mitchell|Sierra Vista JH|Canyon HS
Vista Del Canon||18700|18899|Valley View|La Mesa JH|Golden Valley HS
Vista Del Rio||0|0|West Creek|Rio Norte JH|Valencia HS
Vista Delgado|Dr|22900|27199|Santa Clarita|Arroyo Seco JH|Saugus HS
Vista Encantada|Dr|27001|27269|Santa Clarita|Arroyo Seco JH|Saugus HS
Vista Fairways|Dr|25700|25799|Meadows|Placerita JH|Hart HS
Vista Hills|Dr|24100|24445|Old Orchard|Placerita JH|Hart HS
Vista Point|Ln|16000|16265|Mint Cyn|La Mesa JH|Golden Valley HS
Vista Point|Pl|32200|32248|Northlake Hills|Castaic MS|Castaic HS
Vista Ridge|Dr|24200|24447|Old Orchard|Placerita JH|Hart HS
Vista Rosina|Dr|23300|23327|Santa Clarita|Arroyo Seco JH|Saugus HS
Vista View|Dr|27900|28105|Cedarcreek|Sierra Vista JH|Canyon HS
Voltaire|Pl|25900|25969|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Wabuska|St|24131|24361|Wiley Cyn|Rancho Pico JH|West Ranch HS
Wager|Rd|0|0|Mc Grath|La Mesa JH|Golden Valley HS
Wagner|Wy|25700|25729|Pico Cyn|Rancho Pico JH|West Ranch HS
Wakefield|Ct|21900|21990|Rosedell|Arroyo Seco JH|Saugus HS
Wakefield|Rd|27702|27896|Live Oak|Castaic MS|Castaic HS
Walker|Ct|27700|27735|Foster|Arroyo Seco JH|Saugus HS
Walker|St|25604|25619|Pico Cyn|Rancho Pico JH|West Ranch HS
Wallace|Pl|25700|25751|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Walnut|St|24230|24899|Newhall|Placerita JH|Hart HS
Walnut|St|24900|25199|Wiley Cyn|Placerita JH|Hart HS
Walnut Cottage|Ln|22850|22899|Wiley Cyn|Placerita JH|Hart HS
Walnut Creek|Ct|23700|23790|Northpark|Rio Norte JH|Valencia HS
Walnut Orchard|Rd|30000|30251|Live Oak|Castaic MS|Castaic HS
Walnut Springs|Av|27200|27552|Canyon Springs|Sierra Vista JH|Canyon HS
Walnut Springs|Av|27703|27911|Leona Cox|Sierra Vista JH|Canyon HS
Walt|Ct|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Warbler|Ct|26500|26549|Rio Vista|La Mesa JH|Golden Valley HS
Warm Springs|Dr|15500|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
Warmuth|Rd|16217|16699|Sulphur Springs|Sierra Vista JH|Canyon HS
Water Lily|Ct|14600|14651|Pinetree|Sierra Vista JH|Canyon HS
Waterford|Dr|27105|27224|Helmers|Rio Norte JH|Valencia HS
Waterman|Rd|30100|30149|Live Oak|Castaic MS|Castaic HS
Waterside|Ct|27000|27016|Bridgeport|Rio Norte JH|Valencia HS
Waterway|Ln|23420|23423|Bridgeport|Rio Norte JH|Valencia HS
Waterwheel|Rd|22600|22699|Northpark|Rio Norte JH|Valencia HS
Watson|Cr|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Waycott|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Wayman|St|24400|24665|Newhall|Placerita JH|Hart HS
Wayne Mills|Pl|27413|27413|Bridgeport|Rancho Pico JH|West Ranch HS
Waynesborough|Ln|27400|27453|Helmers|Rio Norte JH|Valencia HS
Wayside Cyn|Rd|0|0|Castaic Elem|Castaic MS|Castaic HS
Wayside Lateral||0|0|Castaic Elem|Castaic MS|Castaic HS
Weathersfield|Dr|27300|27423|Helmers|Rio Norte JH|Valencia HS
Webster|Pl|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Webster|Pl|25800|25899|Pico Cyn|Rancho Pico JH|West Ranch HS
Wedgewood|Ct|0|0|Castaic Elem|Castaic MS|Castaic HS
Weeping Willow|Dr|27500|27699|Bridgeport|Rio Norte JH|Valencia HS
Weldon Cyn|Rd|0|0|Wiley Cyn|Rancho Pico JH|West Ranch HS
Welfleet|Ln|28302|28363|Rosedell|Arroyo Seco JH|Saugus HS
Wellhaven|St|17900|17955|Mitchell|Sierra Vista JH|Canyon HS
Wellhaven|St|18700|19237|Canyon Springs|Sierra Vista JH|Canyon HS
Wellington|Ct|27500|27523|Helmers|Rio Norte JH|Valencia HS
Wells|Ct|25302|25312|Pico Cyn|Rancho Pico JH|West Ranch HS
Wellsley|Wy|27500|27573|Helmers|Rio Norte JH|Valencia HS
Wellston|Dr|27875|27893|Plum Cyn|Arroyo Seco JH|Saugus HS
Wellston|Dr|27900|27943|Rosedell|Arroyo Seco JH|Saugus HS
Wellston|Dr|28000|28110|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Welshfield|Wy|0|0|Helmers|Rio Norte JH|Valencia HS
Wembley|Ct|24200|24225|Valencia Valley|Placerita JH|Hart HS
Werren|Pl|20200|20229|Plum Cyn|Arroyo Seco JH|Saugus HS
Wesley|Wy|30750|30769|Mint Cyn|La Mesa JH|Golden Valley HS
West|Rd|0|0|Valencia Valley|Placerita JH|Hart HS
West Hills|Dr|0|0|Rio Norte JH|Valencia HS|Westbrook
Ln||23419|23422|Bridgeport|Rio Norte JH|Valencia HS
Western Cedar|Ct|23700|23799|Northpark|Rio Norte JH|Valencia HS
Westford|Pl|23400|23450|Helmers|Rio Norte JH|Valencia HS
Westinghouse|Pl|0|0|Live Oak|Castaic MS|Castaic HS
Weston|Dr|27553|27673|Helmers|Rio Norte JH|Valencia HS
Westover|Wy|27400|27499|Helmers|Rio Norte JH|Valencia HS
Westridge|Pkwy|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Westview|Ln|23172|27179|Helmers|Rio Norte JH|Valencia HS
Weyerhauser|Wy|26950|26950|Canyon Springs|La Mesa JH|Golden Valley HS
Weymouth|Pl|23000|23099|Helmers|Rio Norte JH|Valencia HS
Wharton|Dr|25401|25526|Pico Cyn|Rancho Pico JH|West Ranch HS
Wheaton|Ct|23500|23549|Helmers|Rio Norte JH|Valencia HS
Wheeler|Rd|24900|25265|Peachland|Placerita JH|Hart HS
Whey|Dr|21708|21761|Rosedell|Arroyo Seco JH|Saugus HS
Whippoorwill|Pl|26600|26699|Rio Vista|La Mesa JH|Golden Valley HS
Whispering Leaves|Dr|26200|26625|Golden Oak|La Mesa JH|Golden Valley HS
Whispering Leaves|Dr|26626|26769|Valley View|La Mesa JH|Golden Valley HS
Whispering Oaks|Rd|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Whispering Trees|Wy|25650|25745|Meadows|Placerita JH|Hart HS
White Oak|Ct|23605|24589|Wiley Cyn|Rancho Pico JH|West Ranch HS
White Pine|Pl|22800|22969|Mountain View|Rio Norte JH|Valencia HS
White Pine|Wy|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
White Rock|Ct|19504|19516|Valley View|La Mesa JH|Golden Valley HS
White Wing|Wy|22600|22607|Newhall|Placerita JH|Hart HS
Whitefield|Pl|27400|27499|Helmers|Rio Norte JH|Valencia HS
Whitehorse|Pl|26900|26999|Sulphur Springs|Sierra Vista JH|Canyon HS
Whites Cyn|Rd|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Whites Cyn - Even Numbers|Rd|27100|27698|Canyon Springs|La Mesa JH|Golden Valley HS
Whites Cyn - Even Numbers|Rd|27700|27998|Leona Cox|Sierra Vista JH|Canyon HS
Whites Cyn - Even Numbers|Rd|28000|28098|Skyblue Mesa|Sierra Vista JH|Canyon HS
Whites Cyn - Odd Numbers|Rd|27101|28099|Cedarcreek|Sierra Vista JH|Canyon HS
Whitewater|Dr|24031|24078|Bridgeport|Rio Norte JH|Valencia HS
Whitewater Cyn|Rd|15800|15952|Sulphur Springs|Sierra Vista JH|Canyon HS
Whitfield|Pl|23903|23946|Helmers|Rio Norte JH|Valencia HS
Whitman|St|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Whitney|Dr|30500|30549|Castaic Elem|Castaic MS|Castaic HS
Whitney Cyn|Rd|0|0|Mc Grath|La Mesa JH|Golden Valley HS
Wild Oak|Dr|14600|14699|Sulphur Springs|Sierra Vista JH|Canyon HS
Wilde|Av|25500|25749|Pico Cyn|Rancho Pico JH|West Ranch HS
Wilderness|Pl|27700|27732|Northlake Hills|Castaic MS|Castaic HS
Wildridge|Ln|17833|17857|Mitchell|Sierra Vista JH|Canyon HS
Wildwind|Rd|28002|28144|Skyblue Mesa|Sierra Vista JH|Canyon HS
Wildwood|Rd|23100|23151|Peachland|Placerita JH|Hart HS
Wildwood Cyn|Rd|23485|24135|Peachland|Placerita JH|Hart HS
Wiley Cyn|Rd|23300|23599|Meadows|Placerita JH|Hart HS
Wiley Cyn|Rd|23600|24199|Old Orchard|Placerita JH|Hart HS
Wiley Cyn|Rd|24600|25265|Wiley Cyn|Rancho Pico JH|West Ranch HS
Willow|Ct|28300|28365|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Willow Creek|Ln|26825|26828|Bridgeport|Rio Norte JH|Valencia HS
Willow Cyn - Even Nums|Ct|28350|28378|Mountain View|Rio Norte JH|Valencia HS
Willow Cyn - Odd Nums|Ct|28351|28379|Emblem|Rio Norte JH|Valencia HS
Willow Glen|Ct|14806|14830|Sulphur Springs|Sierra Vista JH|Canyon HS
Willow Oak|Ct|27300|27339|Fair Oaks|La Mesa JH|Golden Valley HS
Willow Tree|Ct|28800|28820|Mountain View|Rio Norte JH|Valencia HS
Willow View|Cr|23000|23051|Foster|Arroyo Seco JH|Saugus HS
Willow Weed|Wy|21200|21324|Rio Vista|La Mesa JH|Golden Valley HS
